"esco_role","country_name","n_job_offers","median_min_salary","median_max_salary"
fitness instructor,United Kingdom,13,29952.0,52853.76000000001
fleet commander,United Kingdom,20,32760.0,33600.0
flight attendant,Spain,48,15996.0,18000.0
flight operations officer,United Kingdom,23,29882.879999999997,31887.36
flower and garden shop manager,Germany,93,25900.0,34000.0
flower and garden shop manager,Spain,20,14400.0,16800.0
flower and garden shop manager,United Kingdom,11,36640.799999999996,42000.0
food production manager,Germany,31,26000.0,42000.0
food production manager,United Kingdom,18,39600.0,42000.0
food production operator,France,15,22809.600000000002,22809.600000000002
food production operator,Spain,30,16000.0,18000.0
food production operator,United Kingdom,20,27648.0,29952.0
food safety inspector,Germany,17,34000.0,50000.0
food safety inspector,United Kingdom,20,36864.0,43200.0
food service vocational teacher,United Kingdom,75,39690.0,61920.0
food service worker,France,26,20511.0,21621.6
food service worker,Germany,25,27000.0,35900.0
food service worker,Spain,29,15600.0,18000.0
food technician,Germany,32,28000.0,37000.0
food technician,Spain,15,25000.0,27000.0
food technologist,Germany,19,27000.0,36000.0
footwear product development manager,France,27,55000.0,75000.0
footwear product development manager,Germany,22,58000.0,80000.0
footwear product development manager,United Kingdom,56,24000.0,120000.0
forester,Germany,12,30000.0,42000.0
forklift operator,Brazil,40,3637.9010399999997,4019.04
forklift operator,France,54,22809.600000000002,24288.0
forklift operator,Germany,166,26000.0,35000.0
forklift operator,Spain,437,18002.204081632655,19680.0
forklift operator,United Kingdom,352,29932.17882352941,31328.628363636366
forwarding manager,Germany,29,41000.0,55000.0
forwarding manager,United Kingdom,46,36000.0,42000.0
foster care support worker,United Kingdom,15,39168.0,43776.0
foundry manager,France,12,45000.0,55000.0
foundry manager,Germany,54,50000.0,73000.0
foundry manager,Spain,16,27000.0,30000.0
foundry manager,United Kingdom,62,66000.0,84000.0
freight transport dispatcher,Germany,185,31000.0,42000.0
front of house manager,United Kingdom,49,27648.0,32863.2
fuel station manager,Spain,31,16680.0,16678.0
fuel station specialised seller,Spain,15,16000.0,17011.9992
fundraising assistant,United Kingdom,16,32400.0,33600.0
fundraising manager,Germany,18,38000.0,55000.0
fundraising manager,Spain,24,11637.9996,21000.0
fundraising manager,United Kingdom,82,36000.0,48929.399999999994
furniture assembler,Germany,33,27000.0,36300.0
furniture assembler,Spain,11,18000.0,19200.0
furniture designer,Germany,38,27000.0,36000.0
furniture specialised seller,Spain,18,18000.0,24000.0
gaming dealer,Spain,63,16560.0,16800.0
garden labourer,Brazil,11,2830.57638,3388.0507199999997
garden labourer,Germany,432,27000.0,36020.4081632653
garden labourer,Spain,103,16262.5,18000.0
garden labourer,United Kingdom,41,28800.0,29952.0
gas production engineer,United Kingdom,124,48000.0,54000.0
gas service technician,Germany,12,30000.0,45000.0
gas service technician,Spain,21,21600.0,27000.0
general practitioner,Germany,33,66000.0,90000.0
general practitioner,Spain,33,28000.0,30000.0
general practitioner,United Kingdom,44,52884.0,87552.0
general veterinarian,Germany,11,35000.0,55000.0
geographic information systems specialist,United Kingdom,13,36000.0,37159.2
geography teacher secondary school,United Kingdom,138,42432.0,64792.799999999996
geological engineer,United Kingdom,38,36000.0,42000.0
geologist,United Kingdom,25,31200.0,36000.0
geotechnician,Germany,17,35000.0,52000.0
glass forming machine operator,Brazil,20,3516.66,3516.66
glass forming machine operator,France,17,22809.600000000002,22809.600000000002
glass forming machine operator,Germany,11,28000.0,41000.0
glass forming machine operator,Spain,339,17438.181818181816,19148.50505050505
glass forming machine operator,United Kingdom,78,30000.0,32647.679999999993
goldsmith,Germany,11,28000.0,41000.0
government planning inspector,United Kingdom,11,57600.0,60787.2
graphic designer,Brazil,28,4621.896000000001,4621.896000000001
graphic designer,France,12,28000.0,35000.0
graphic designer,Germany,87,30000.0,41000.0
graphic designer,India,20,2640.0,3357.134
graphic designer,Spain,146,18000.0,20000.0
graphic designer,United Kingdom,70,36000.0,48000.0
grill cook,Spain,35,18000.0,20400.0
ground steward/ground stewardess,Spain,24,14000.0,15288.0
ground steward/ground stewardess,United Kingdom,12,28062.72,29491.199999999997
groundsman/groundswoman,Germany,16,31000.0,44000.0
groundsman/groundswoman,United Kingdom,14,27648.0,27970.56
hair removal technician,Spain,11,15000.0,18000.0
hair stylist,Spain,14,16000.0,20000.0
hairdresser,Germany,186,25000.0,32400.0
hairdresser,Spain,310,14418.777777777777,17888.88888888889
hand packer,United Kingdom,24,26357.760000000002,26496.0
handyperson,Germany,20,27000.0,39000.0
handyperson,Spain,16,20000.0,22800.0
handyperson,United Kingdom,63,36564.479999999996,42000.0
hardwood floor layer,Germany,23,28000.0,37000.0
hazardous materials inspector,Germany,12,32000.0,46000.0
head chef,France,85,23040.0,24193.14
head chef,Germany,82,32000.0,47000.0
head chef,Spain,68,24000.0,26400.0
head chef,United Kingdom,144,39036.891428571435,48800.0
head of workshop,Germany,44,28000.0,38000.0
head of workshop,Spain,40,16500.0,17000.0
head of workshop,United Kingdom,25,29952.0,32256.0
headteacher,United Kingdom,63,25344.0,84000.0
health and safety engineer,Germany,42,50000.0,72000.0
health and safety engineer,United Kingdom,68,36000.0,84000.0
health and safety inspector,United Kingdom,121,60000.0,78000.0
health and safety officer,Germany,16,37000.0,57000.0
health and safety officer,Spain,56,26000.0,30000.0
health and safety officer,United Kingdom,258,47465.890909090915,54000.0
health psychologist,Spain,18,21000.0,30000.0
health psychologist,United Kingdom,34,12000.0,60000.0
health safety and environmental manager,Germany,19,47000.0,70000.0
health safety and environmental manager,United Kingdom,84,38400.0,71064.0
healthcare assistant,France,30,25000.0,30000.0
healthcare assistant,Germany,422,27000.0,37404.7619047619
healthcare assistant,Spain,77,13200.0,14400.0
healthcare assistant,United Kingdom,321,29795.309999999998,31098.912
healthcare consultant,Germany,195,33000.0,48000.0
healthcare consultant,India,12,5500.0,9264.815999999999
healthcare consultant,Spain,30,24000.0,30000.0
healthcare consultant,United Kingdom,85,29970.0,108900.0
healthcare institution manager,Germany,11,46000.0,68000.0
healthcare specialist lecturer,Germany,26,74000.0,98000.0
hearse driver,Brazil,62,4019.04,4019.04
hearse driver,Germany,268,27000.0,36000.0
hearse driver,Spain,173,18921.875,21635.466666666667
hearse driver,United Kingdom,271,28543.264,46462.23
heating and ventilation service installer,Germany,110,30000.0,40000.0
heating and ventilation service installer,Spain,12,21000.0,24000.0
heating technician,France,32,24000.0,30000.0
heating technician,Germany,103,31000.0,43500.0
heating technician,United Kingdom,29,48000.0,50400.0
"heating, ventilation, air conditioning and refrigeration engineering technician",France,32,25000.0,30720.0
"heating, ventilation, air conditioning and refrigeration engineering technician",Germany,46,32000.0,46000.0
"heating, ventilation, air conditioning and refrigeration engineering technician",Spain,79,21000.0,25000.0
"heating, ventilation, air conditioning and refrigeration engineering technician",United Kingdom,48,24000.0,120000.0
"heating, ventilation, air conditioning engineer",Germany,302,32000.0,45054.166666666664
"heating, ventilation, air conditioning engineer",India,11,2640.0,4620.0
"heating, ventilation, air conditioning engineer",Spain,17,30000.0,35000.0
"heating, ventilation, air conditioning engineer",United Kingdom,446,41539.98601398602,58201.306153846155
higher education lecturer,Germany,12,36000.0,56000.0
higher education lecturer,India,16,1979.9999999999998,1979.9999999999998
higher education lecturer,United Kingdom,37,45494.4,54792.0
history lecturer,United Kingdom,12,39720.0,60038.399999999994
history teacher secondary school,United Kingdom,87,40241.25,60565.2
home care aide,France,208,22815.36,23747.0
home care aide,Germany,120,26050.0,36000.0
home care aide,Spain,381,14301.875598086124,15120.0
home care aide,United Kingdom,161,28926.719999999998,29268.720000000005
home care aide,United States,11,26228.8,30267.879999999997
homelessness worker,United Kingdom,13,32256.0,41471.99999999999
horse trainer,France,18,24000.0,27188.52
horse trainer,Germany,99,32000.0,46875.0
horse trainer,Spain,24,20000.0,23000.0
horse trainer,United Kingdom,36,36000.0,41760.0
hospital porter,Brazil,42,2867.08266,2867.08266
hospital porter,United Kingdom,41,25344.0,30781.44
hospital social worker,United States,12,52890.22,69897.23
hospitality establishment receptionist,Germany,24,26700.0,35000.0
hospitality establishment receptionist,Spain,41,17500.0,19200.0
hospitality establishment receptionist,United Kingdom,106,34080.0,54960.6
hospitality revenue manager,Germany,15,44000.0,61000.0
hospitality revenue manager,Spain,11,18000.0,18000.0
hospitality revenue manager,United Kingdom,18,54000.0,78000.0
host/hostess,France,31,20440.0,22809.600000000002
host/hostess,Germany,20,27000.0,35700.0
host/hostess,Spain,305,18000.0,22800.0
host/hostess,United Kingdom,67,27832.319999999996,28800.0
hotel concierge,Brazil,11,3183.07968,3183.07968
hotel concierge,Germany,39,27000.0,34000.0
hotel concierge,Spain,235,17900.8,18624.0
hotel concierge,United Kingdom,67,31200.0,33600.0
hotel concierge,United States,14,31306.75,40484.89
hotel porter,Spain,34,18000.0,20400.0
house builder,Germany,13,29000.0,41000.0
household appliances repair technician,Spain,13,20000.0,26000.0
housekeeping supervisor,Germany,291,26000.0,34964.0
housekeeping supervisor,India,29,1584.0,1979.9999999999998
housekeeping supervisor,United Kingdom,257,27963.51896103896,30126.49846153846
housing manager,Germany,34,37000.0,54000.0
housing manager,United Kingdom,145,43022.72,48119.1675
housing policy officer,United Kingdom,40,48000.0,53568.0
housing support worker,United Kingdom,26,32256.0,34560.0
human resources assistant,Brazil,33,4019.04,4019.04
human resources assistant,Germany,43,32000.0,45000.0
human resources assistant,India,24,2508.0,3584.834
human resources assistant,Spain,26,16000.0,16000.0
human resources assistant,United Kingdom,119,32800.0,36000.0
human resources manager,Brazil,28,4021.0495200000005,4682.1816
human resources manager,France,72,26457.0,31000.0
human resources manager,Germany,604,36464.73000683527,50802.46666666667
human resources manager,India,126,2640.0,3959.9999999999995
human resources manager,Spain,184,20000.0,24040.0
human resources manager,United Kingdom,355,48312.1,63706.95148051948
human resources officer,Brazil,20,2411.424,2411.424
human resources officer,Germany,94,40000.0,55670.0
human resources officer,India,141,2200.2178,3300.0
human resources officer,Spain,141,20000.0,23222.222222222223
human resources officer,United Kingdom,692,36353.61800000001,41982.24893617022
human rights officer,United Kingdom,15,84001.2,90000.0
hunter,Brazil,20,3617.136,3617.136
hunter,Spain,15,22000.0,30000.0
immigration adviser,United Kingdom,20,84001.2,90000.0
immigration officer,Spain,13,17004.0,17004.0
import export manager,Germany,12,43000.0,63000.0
import export manager,Spain,19,30000.0,35600.0
import export manager,United Kingdom,16,33600.0,56400.0
import export specialist,Germany,17,33000.0,48000.0
industrial assembly supervisor,Germany,17,26000.0,36000.0
industrial cook,United Kingdom,56,29283.840000000004,54000.0
industrial designer,France,11,24000.0,32400.0
industrial designer,Germany,80,31000.0,46000.0
industrial designer,Spain,40,24000.0,30000.0
industrial designer,United Kingdom,48,39600.0,50400.0
industrial electrician,France,24,23040.0,28800.0
industrial electrician,Germany,146,31000.0,42000.0
industrial electrician,Spain,119,22125.0,26533.333333333336
industrial electrician,United Kingdom,15,46304.568,48000.0
industrial engineer,France,15,45000.0,50000.0
industrial engineer,Germany,254,31844.155844155845,41961.53846153846
industrial engineer,Spain,142,25555.555555555555,30000.0
industrial engineer,United Kingdom,24,45600.0,60000.0
industrial engineering technician,Germany,12,30000.0,40000.0
industrial engineering technician,Spain,36,25000.0,30000.0
industrial machinery assembler,Germany,20,28000.0,39000.0
industrial machinery assembler,Spain,35,17000.0,20000.0
industrial machinery mechanic,Germany,458,31000.0,40297.58373205742
industrial machinery mechanic,Spain,112,22000.0,25873.333333333336
industrial machinery mechanic,United Kingdom,94,40533.299999999996,48000.0
industrial maintenance supervisor,Brazil,12,3862.29744,4420.9439999999995
industrial maintenance supervisor,France,14,40000.0,50000.0
industrial maintenance supervisor,Germany,28,41000.0,60000.0
industrial maintenance supervisor,Spain,105,19800.0,20375.0
industrial maintenance supervisor,United Kingdom,99,36755.549999999996,49950.0
industrial production manager,Spain,11,24000.0,25000.0
industrial quality manager,Germany,21,46000.0,66000.0
information manager,Spain,17,18000.0,19200.0
information manager,United Kingdom,14,42462.72,66000.0
injection moulding operator,Spain,18,18000.0,23000.0
injection moulding operator,United Kingdom,13,38400.0,42000.0
innovation officer,Germany,13,53000.0,72000.0
installation engineer,Germany,129,31000.0,42000.0
installation engineer,Spain,26,30000.0,40000.0
installation engineer,United Kingdom,273,40381.81333333333,65928.57142857142
instrumentation engineer,United Kingdom,38,24000.0,84000.0
instrumentation engineering technician,United Kingdom,13,42000.0,55200.0
insulation worker,Germany,15,30000.0,42000.0
insurance agency manager,Germany,13,32000.0,48000.0
insurance agency manager,Spain,85,15000.0,24000.0
insurance agency manager,United Kingdom,22,30000.0,38400.0
insurance broker,Germany,21,31000.0,46000.0
insurance broker,Spain,130,16800.0,26000.0
insurance broker,United Kingdom,78,32400.0,54000.0
insurance claims handler,Germany,14,36000.0,56000.0
insurance claims handler,Spain,48,18000.0,21000.0
insurance claims handler,United Kingdom,177,31200.0,42000.0
insurance claims manager,France,14,25870.0,28000.0
insurance claims manager,Germany,17,52000.0,72000.0
insurance claims manager,Spain,14,18000.0,21000.0
insurance claims manager,United Kingdom,56,25200.0,114000.0
insurance clerk,Germany,25,33000.0,49000.0
insurance product manager,Germany,13,40000.0,57000.0
insurance product manager,United Kingdom,61,42000.0,66000.0
insurance rating analyst,United Kingdom,12,24000.0,120000.0
insurance risk consultant,Germany,29,38000.0,57000.0
insurance risk consultant,Spain,45,18000.0,28800.0
insurance risk consultant,United Kingdom,72,30000.0,90000.0
insurance underwriter,United Kingdom,54,30000.0,108000.0
integration engineer,Germany,42,31000.0,43000.0
integration engineer,United Kingdom,38,48600.0,72000.0
intelligence officer,United Kingdom,11,36080.64,120000.0
interior architect,Germany,19,35000.0,49000.0
interior architect,India,11,3300.0,4840.0
interior architect,United Kingdom,79,45000.0,54000.0
interior designer,Germany,37,31000.0,45000.0
interior designer,India,40,2542.1549999999997,3300.0
interior designer,Spain,58,18000.0,24000.0
interior designer,United Kingdom,11,36000.0,48000.0
interior planner,Germany,17,29000.0,43000.0
international forwarding operations coordinator,Spain,12,20000.0,25000.0
international forwarding operations coordinator,United Kingdom,48,33600.0,40800.0
inventory coordinator,Brazil,15,3167.00352,3167.00352
inventory coordinator,Germany,126,27000.0,35000.0
inventory coordinator,Spain,31,16000.0,18000.0
inventory coordinator,United Kingdom,52,32400.0,36000.0
investment adviser,United Kingdom,42,24000.0,120000.0
investment analyst,Germany,12,42000.0,65000.0
investment analyst,India,21,3364.053,9164.331
investment analyst,United Kingdom,183,24000.0,120000.0
investment clerk,United Kingdom,137,24000.0,120000.0
investment fund management assistant,United Kingdom,21,24000.0,120000.0
investment fund manager,United Kingdom,45,24000.0,120000.0
investment manager,Germany,13,60000.0,84000.0
investment manager,United Kingdom,313,24000.0,120000.0
investor relations manager,United Kingdom,82,24000.0,120000.0
kitchen and bathroom shop manager,United Kingdom,51,21600.0,42000.0
kitchen assistant,Brazil,54,2712.852,2813.328
kitchen assistant,France,30,22809.600000000002,23040.0
kitchen assistant,Germany,242,25736.363636363636,33987.5
kitchen assistant,Spain,498,14511.557093425605,16818.064516129034
kitchen assistant,United Kingdom,607,26490.38476190476,29647.41688888889
kitchen porter,Germany,31,25200.0,34000.0
kitchen porter,Spain,50,14400.0,15600.0
kitchen porter,United Kingdom,65,26357.760000000002,28615.68
kitchen unit installer,Germany,12,27000.0,38000.0
kitchen unit installer,United Kingdom,19,29952.0,38001.6
labour market policy officer,Spain,33,20000.0,24000.0
labour relations officer,Spain,34,24000.0,25000.0
lacquer maker,Germany,126,28000.0,40000.0
land planner,Germany,45,41000.0,59000.0
land planner,Spain,13,25000.0,30720.0
land planner,United Kingdom,83,47700.0,62250.0
land surveyor,Germany,19,32000.0,44000.0
land surveyor,Spain,95,12000.0,12000.0
land surveyor,United Kingdom,388,53739.89783549783,68517.59120879121
land-based machinery operator,Germany,15,27000.0,37000.0
land-based machinery operator,Spain,14,16630.0,18000.0
landscape architect,Germany,100,31000.0,43000.0
landscape architect,United Kingdom,19,39600.0,54000.0
landscape designer,Germany,38,28000.0,40900.0
landscape gardener,France,16,23040.0,24960.0
landscape gardener,Germany,92,27000.0,37750.0
language school teacher,Brazil,22,5023.8,5023.8
language school teacher,Germany,37,34000.0,51000.0
language school teacher,Spain,242,12338.961038961039,16068.57142857143
language school teacher,United Kingdom,522,41015.25415384615,63334.9924137931
laser cutting machine operator,Spain,18,19000.0,21600.0
laser marking machine operator,United Kingdom,13,32400.0,36864.0
lathe and turning machine operator,Germany,130,31000.0,41000.0
lathe and turning machine operator,Spain,28,24000.0,29000.0
laundry ironer,United Kingdom,17,27717.119999999995,27717.119999999995
laundry worker,Brazil,15,3014.2799999999997,3014.2799999999997
laundry worker,Germany,22,25000.0,34000.0
laundry worker,Spain,108,14400.0,15186.0
lawyer,France,15,40000.0,40000.0
lawyer,Germany,125,51250.0,72600.0
lawyer,Spain,278,21074.285714285714,25214.285714285714
lawyer,United Kingdom,889,60310.99010056158,82306.60650887575
lean manager,Germany,23,50000.0,70000.0
lean manager,United Kingdom,22,36000.0,72000.0
learning mentor,United Kingdom,264,25920.0,30240.0
learning support teacher,Spain,17,7200.0,12000.0
learning support teacher,United Kingdom,540,25920.0,28800.0
leather goods production manager,Germany,52,36000.0,55000.0
leather goods production manager,United Kingdom,67,36000.0,43200.0
leather goods warehouse operator,Germany,56,27000.0,34000.0
leather goods warehouse operator,Spain,17,16000.0,17000.0
leather goods warehouse operator,United Kingdom,22,29952.0,30000.0
legal administrative assistant,United Kingdom,17,29316.0,36000.0
legal assistant,Brazil,14,4019.04,4019.04
legal assistant,Germany,194,28000.0,38625.0
legal assistant,Spain,42,15876.0,18000.0
legal assistant,United Kingdom,565,30031.582222222223,36024.88746666667
legal assistant,United States,39,42694.549999999996,60528.0
legal consultant,Germany,32,46000.0,65000.0
legal consultant,Spain,23,19000.0,30000.0
legal consultant,United Kingdom,29,31200.0,60000.0
legal policy officer,United Kingdom,11,42000.0,69120.0
legal service manager,United Kingdom,18,90000.0,120000.0
letting agent,Spain,40,18000.0,25200.0
letting agent,United Kingdom,81,22500.0,35040.0
licensing officer,United Kingdom,13,41679.36,50688.0
life guard,Germany,27,27000.0,39000.0
life guard,Spain,53,13200.0,17400.0
life guard,United Kingdom,31,29952.0,36864.0
lift technician,Germany,51,40000.0,52000.0
lift technician,Spain,49,22000.0,30000.0
lift technician,United Kingdom,59,24000.0,72000.0
linguistics lecturer,United Kingdom,16,46745.28,76032.0
loan officer,United Kingdom,50,24000.0,120000.0
locksmith,Germany,134,29000.0,38000.0
locksmith,Spain,53,20000.0,22000.0
logistics analyst,Germany,35,43000.0,59000.0
logistics analyst,Spain,13,18000.0,20000.0
logistics analyst,United Kingdom,31,36000.0,48000.0
logistics and distribution manager,France,20,24000.0,27600.0
logistics and distribution manager,Germany,331,30000.0,41936.84210526316
logistics and distribution manager,Spain,128,21000.0,23247.133333333335
logistics and distribution manager,United Kingdom,71,36000.0,39600.0
logistics engineer,Brazil,18,3725.65008,3725.65008
logistics engineer,France,25,22809.600000000002,23040.0
logistics engineer,Germany,246,28025.974025974025,38888.88888888889
logistics engineer,Spain,113,19533.333333333332,22084.444444444445
loss adjuster,United Kingdom,101,46500.0,72000.0
mail clerk,United Kingdom,41,28892.159999999996,34813.44
maintenance and repair engineer,Brazil,12,5626.656,5626.656
maintenance and repair engineer,France,24,24000.0,30000.0
maintenance and repair engineer,Germany,43,34000.0,49000.0
maintenance and repair engineer,Spain,71,21000.0,26000.0
maintenance and repair engineer,United Kingdom,543,48136.322916666664,54239.89525616698
management assistant,Brazil,39,3014.2799999999997,3014.2799999999997
management assistant,France,42,25200.0,27600.0
management assistant,Germany,1096,28000.0,38009.84415584416
management assistant,India,29,1979.9999999999998,3300.0
management assistant,Ireland,12,30000.0,33000.0
management assistant,Spain,46,18000.0,20400.0
management assistant,United Kingdom,526,30000.0,34338.13481481482
management assistant,United States,65,34299.2,40352.0
manicurist,Spain,57,12000.0,15600.0
manicurist,United States,16,29867.27,47340.85
manufacturing cost estimator,United Kingdom,101,48000.0,66000.0
manufacturing engineer,Germany,14,49000.0,68000.0
manufacturing engineer,United Kingdom,70,48000.0,60000.0
manufacturing facility manager,Germany,36,49000.0,68000.0
manufacturing manager,France,16,24000.0,26784.0
manufacturing manager,Germany,11,33000.0,48000.0
manufacturing manager,Spain,13,30000.0,33000.0
manufacturing manager,United Kingdom,31,66000.0,84000.0
marine engineer,United Kingdom,12,51600.0,71400.0
market research analyst,India,13,3300.0,4800.906
market research analyst,United Kingdom,45,28131.840000000004,84000.0
market research interviewer,United Kingdom,62,24000.0,84000.0
market vendor,Spain,12,18000.0,42000.0
marketing assistant,Brazil,19,3279.53664,3617.136
marketing assistant,Germany,40,31000.0,42000.0
marketing assistant,India,14,3300.0,4950.0
marketing assistant,Spain,42,18000.0,20000.0
marketing assistant,United Kingdom,111,29982.0,34650.0
marketing consultant,Brazil,22,5425.704,5425.704
marketing consultant,France,29,25000.0,30000.0
marketing consultant,Germany,82,33000.0,49500.0
marketing consultant,India,13,3352.778,4660.688999999999
marketing consultant,Spain,127,20444.444444444445,28522.222222222223
marketing consultant,United Kingdom,91,35700.0,54450.0
marketing manager,Brazil,26,10047.6,10047.6
marketing manager,France,47,24000.0,25200.0
marketing manager,Germany,640,35201.754385964916,51679.48717948718
marketing manager,India,175,2640.0,4211.9756800000005
marketing manager,Spain,83,24000.0,30000.0
marketing manager,United Kingdom,561,40320.08387096774,54000.0
marketing manager,United States,25,73272.83,106439.06999999999
massage therapist,Germany,77,27000.0,37000.0
massage therapist,Spain,40,14400.0,18000.0
massage therapist,United Kingdom,19,33600.0,37008.0
massage therapist,United States,17,100880.0,100880.0
material testing technician,Germany,27,31000.0,44000.0
maternity support worker,United Kingdom,22,27993.600000000002,29952.0
mathematician,United Kingdom,14,24000.0,120000.0
mathematics lecturer,United Kingdom,23,37980.0,52328.4
mathematics teacher at secondary school,United Kingdom,465,40279.431818181816,60637.961052631574
mayor,Spain,72,14400.0,14865.0
meat and meat products specialised seller,Spain,13,21000.0,25000.0
meat cutter,United States,25,35776.51,40856.4
mechanical engineer,France,93,23812.8,28574.91
mechanical engineer,Germany,265,39750.0,59061.90476190476
mechanical engineer,India,49,2750.0,5523.639
mechanical engineer,Spain,133,27000.0,32800.0
mechanical engineer,United Kingdom,265,42993.406593406595,69455.625
mechanical engineer,United States,92,66192.315,88306.86
mechanical engineering technician,France,16,25000.0,30720.0
mechanical engineering technician,Germany,105,31000.0,45000.0
mechanical engineering technician,Spain,60,21000.0,25000.0
mechanical engineering technician,United Kingdom,92,34705.2,49296.0
mechatronics engineer,Germany,1220,29951.66889632107,39350.75199020207
mechatronics engineering technician,Germany,610,28244.485294117647,38514.70588235294
mediator,Spain,13,18001.0,20000.0
medical administrative assistant,Germany,12,38000.0,53000.0
medical administrative assistant,United Kingdom,34,34560.0,42000.0
medical administrative assistant,United States,19,41874.9,57295.96
medical device engineer,Germany,11,45000.0,62500.0
medical device engineer,United Kingdom,16,45600.0,60000.0
medical device engineering technician,Germany,79,30250.0,44250.0
medical device engineering technician,United States,66,63745.49,83809.94
medical goods shop manager,United Kingdom,33,66000.0,66000.0
medical laboratory assistant,Germany,22,28000.0,42000.0
medical practice manager,Germany,24,31000.0,48000.0
medical practice manager,United Kingdom,65,43200.0,54000.0
medical practice manager,United States,14,42444.29,65702.95
medical records clerk,United States,16,32281.6,40071.67
medical records manager,Germany,108,86500.0,113000.0
medical sales representative,Germany,28,29000.0,41000.0
medical sales representative,India,22,2640.0,3959.9999999999995
medical sales representative,United States,27,50518.57,88868.48999999999
medical writer,United States,22,32281.6,38334.4
medicine lecturer,Germany,16,35000.0,51000.0
medium,Brazil,78,4019.04,4019.04
medium,Germany,534,29456.747404844293,44254.89655172414
medium,India,50,3300.0,4635.697
medium,Spain,714,10000.0,18188.353298611113
medium,United Kingdom,271,36004.95,50802.16
medium,United States,79,47520.3,70321.8475
membership administrator,Germany,12,31000.0,44000.0
membership administrator,Spain,32,18001.0,20999.0
membership administrator,United Kingdom,356,29901.792554112555,32256.0
membership manager,United Kingdom,21,40800.0,46800.0
membership manager,United States,16,41804.09,55519.89
mental health social worker,United Kingdom,81,32948.99999999999,34860.0
mental health social worker,United States,32,38504.15,50838.67
mental health support worker,United Kingdom,78,26357.760000000002,31334.399999999998
merchandiser,Germany,25,29000.0,46000.0
merchandiser,India,14,3300.0,5173.289
merchandiser,Spain,14,16000.0,19200.0
merchandiser,United Kingdom,143,28920.0,42000.0
merchandiser,United States,174,34233.725,38074.37071428571
mergers and acquisitions analyst,United Kingdom,128,24000.0,120000.0
mergers and acquisitions analyst,United States,19,87300.0,126961.36
metal additive manufacturing operator,Germany,26,31000.0,42000.0
metal drawing machine operator,Germany,13,31000.0,41000.0
metal polisher,Spain,15,18000.0,19200.0
metal product quality control inspector,Germany,22,26000.0,35000.0
metal production manager,Germany,135,49933.333333333336,68666.66666666667
metal production manager,United Kingdom,14,42000.0,80640.0
metal products assembler,Germany,94,26000.0,38000.0
metal products assembler,Spain,134,16000.0,18000.0
metal products assembler,United Kingdom,39,31200.0,34560.0
metallurgical manager,Germany,24,32000.0,43000.0
metallurgical technician,Germany,60,30000.0,45000.0
metallurgical technician,Spain,12,20000.0,40000.0
metallurgist,Germany,13,28000.0,40000.0
metalworking lathe operator,Germany,25,31000.0,42000.0
metalworking lathe operator,Spain,39,22000.0,26000.0
meteorology technician,Spain,12,21708.0,24000.0
meteorology technician,United Kingdom,25,54000.0,66000.0
meter reader,Germany,13,27000.0,36000.0
meter reader,United Kingdom,55,28080.0,30942.72
metrologist,Spain,11,23040.0,30000.0
metrology technician,Germany,14,34000.0,49000.0
metrology technician,Spain,13,23000.0,28000.0
metrology technician,United Kingdom,11,36357.12,54000.0
microbiologist,United States,15,44868.32,50938.58
microelectronics engineering technician,Spain,22,16000.0,18000.0
microelectronics maintenance technician,France,58,24000.0,29000.0
microelectronics maintenance technician,Germany,152,25000.0,34040.0
microelectronics maintenance technician,Spain,205,21633.333333333332,25259.25925925926
microelectronics maintenance technician,United Kingdom,20,42000.0,48000.0
middle office analyst,India,16,5088.996,7224.316
middle office analyst,United Kingdom,92,24000.0,120000.0
midwife,Germany,31,54000.0,54000.0
midwife,United Kingdom,16,50227.200000000004,78336.0
military engineer,Germany,17,41000.0,60000.0
military engineer,Spain,15,25000.0,30000.0
military engineer,United Kingdom,428,37930.434782608696,48000.0
milling machine operator,Brazil,16,8038.08,8038.08
milling machine operator,Germany,134,31000.0,41000.0
milling machine operator,Spain,104,23520.0,27000.0
milling machine operator,United Kingdom,111,38999.04,45900.0
mine development engineer,Germany,12,47000.0,65000.0
mine manager,Germany,36,39000.0,55000.0
mine manager,Spain,34,30000.0,36000.0
mine manager,United Kingdom,214,54000.0,72000.0
mine shift manager,United Kingdom,15,29952.0,30000.0
mine supervisor,United Kingdom,30,36000.0,60000.0
mine surveying technician,United Kingdom,22,36000.0,43200.0
mine ventilation engineer,Germany,11,30000.0,44000.0
mineral processing engineer,France,28,70000.0,100000.0
mineral processing engineer,Germany,131,44000.0,64200.0
mineral processing engineer,India,49,4400.0,8800.0
mineral processing engineer,Spain,24,42000.0,50000.0
mineral processing engineer,United Kingdom,295,24000.0,120000.0
mineral processing operator,United Kingdom,25,32647.679999999993,34905.600000000006
mining electrician,Germany,14,31000.0,42000.0
mobile application developer,France,31,45000.0,60000.0
mobile application developer,Germany,36,40000.0,58000.0
mobile application developer,India,40,3484.591,7335.449
mobile application developer,Spain,34,36000.0,45000.0
mobile application developer,United Kingdom,20,60000.0,72000.0
mobile devices technician,Germany,13,32000.0,42000.0
mobile devices technician,United Kingdom,15,41471.99999999999,45600.0
mobile devices technician,United States,25,56492.799999999996,74651.2
model maker,Germany,18,29000.0,44000.0
model maker,United Kingdom,18,24000.0,120000.0
