sector,subsector,estimated_employees_2024,task_name,verdict,priority_score,ai_feasibility_score,business_opportunity_score,recommended_business_model,recommended_horizon,relative_priority,total_2024,size_micro_pct,size_small_pct,size_medium_pct,size_large_pct,sector_context,recommended_solution_type,person_actions,typical_input,typical_output,frequency,process_variability,common_exceptions,verifiability_score,verifiability_reason,verification_latency_score,verification_latency_reason,input_standardization_score,input_standardization_reason,output_standardization_score,output_standardization_reason,error_tolerance_score,error_tolerance_reason,integration_ease_score,integration_ease_reason,autonomy_score,autonomy_reason,executing_role,typical_seniority,annual_gross_salary_eur_min,annual_gross_salary_eur_max,company_cost_eur_min,company_cost_eur_max,avg_time_per_task_minutes,monthly_volume_per_company,monthly_human_cost_eur_min,monthly_human_cost_eur_max,non_human_costs,economic_assumptions,pain_size_score,pain_size_reason,recurrence_score,recurrence_reason,buyer_budget_score,buyer_budget_reason,roi_clarity_score,roi_clarity_reason,adoption_ease_score,adoption_ease_reason,productization_ease_score,productization_ease_reason,service_component_need_score,service_component_need_reason,business_model_reason,legal_regulatory_risks,reputational_risks,precision_risks,integration_bottlenecks,misleading_attractiveness,Estimated_Employees_2024,Estimated_Employees_pct,Median_YoY_Growth_pct,Growth_2020_2024_pct,Total_2024,Total_2023,Total_2022,Total_2021,Total_2020,Size_Micro (0-9)_abs,Size_Small (10-49)_abs,Size_Medium (50-249)_abs,Size_Large (250+)_abs,Size_Micro (0-9)_pct,Size_Small (10-49)_pct,Size_Medium (50-249)_pct,Size_Large (250+)_pct,Estrato_Sin asalariados_abs,Estrato_De 1 a 2_abs,Estrato_De 3 a 5_abs,Estrato_De 6 a 9_abs,Estrato_De 10 a 19_abs,Estrato_De 20 a 49_abs,Estrato_De 50 a 99_abs,Estrato_De 100 a 199_abs,Estrato_De 200 a 249_abs,Estrato_De 250 a 999_abs,Estrato_De 1000 a 4999_abs,Estrato_De 5000 o más asalariados_abs,Estrato_Sin asalariados_pct,Estrato_De 1 a 2_pct,Estrato_De 3 a 5_pct,Estrato_De 6 a 9_pct,Estrato_De 10 a 19_pct,Estrato_De 20 a 49_pct,Estrato_De 50 a 99_pct,Estrato_De 100 a 199_pct,Estrato_De 200 a 249_pct,Estrato_De 250 a 999_pct,Estrato_De 1000 a 4999_pct,Estrato_De 5000 o más asalariados_pct,Condicion_Sociedades anónimas_abs,Condicion_Sociedades de responsabilidad limitada_abs,Condicion_Sociedades anónimas_pct,Condicion_Sociedades de responsabilidad limitada_pct
41 Construcción de edificios,412 Construcción de edificios,362476.0,Validación de cumplimiento normativo (CTE/Urbanismo) en proyectos de edificación,buena,81.0,82.5,78.8,servicio_habilitado_por_ia,ya,muy_alta,55349,86.1,12.94,0.9,0.05,Arquitectura/Construcción (fase proyecto),software,Revisar planos y memorias contra el código técnico (CTE) y normativa municipal.,"Modelo BIM (archivo IFC), memoria técnica.",Informe de cumplimiento normativo con detección de colisiones legales.,Puntual por proyecto (fase diseño),"Media, regulada por marcos legales nacionales/locales.",Proyectos con singularidades arquitectónicas que se salen de la norma general.,5,"La normativa técnica es, en su mayoría, objetiva y verificable matemáticamente.",5,La IA puede realizar la validación en tiempo real.,4,Planos (CAD/BIM) y memorias descriptivas. Muy estructurado dentro de estándares.,5,El cumplimiento normativo es un output binario (cumple/no cumple) con justificación.,2,Riesgo alto: un error de normativa puede paralizar la licencia.,4,La industria BIM está muy digitalizada y tiene estándares abiertos (IFC).,4,"La normativa técnica permite poca ambigüedad, la IA puede ser muy precisa.",Arquitecto técnico / Ingeniero de edificación,Senior,35000,50000,45000,65000,120.0,1,4000,5500,Infraestructura de computación pesada para procesar modelos 3D.,El tiempo del arquitecto/técnico redactando memorias es un coste indirecto elevado.,5,Los retrasos en licencias por fallos normativos son comunes.,2,Necesario en cada nuevo proyecto de edificación.,5,"Los costes de no cumplimiento son altísimos (multas, cierres).",5,ROI directo: menor tiempo de espera en licencias y menos reprocesos.,4,La normativa es muy estricta y específica. El sector busca desesperadamente automatizar.,4,Muy replicable si se enfoca en normativa nacional.,5,El componente legal requiere revisión humana experta (abogados/arquitectos).,Servicio habilitado por IA donde se cobra por proyecto validado.,Máximo: la responsabilidad civil del arquitecto frente a la normativa.,Muy alto para el proveedor de la solución.,La IA debe ser extremadamente precisa para no invalidar el proyecto.,Integración con software BIM (Revit/Archicad).,"Aparentemente sencillo, pero el riesgo legal es inmenso.",362476.0,3.06,-2.2,-21.6,55349,53759,67497,67280,70630,47657,7162,500,30,86.1,12.94,0.9,0.05,11588,20207,10125,5737,4610,2552,358,120,22,25,4,1,20.94,36.51,18.29,10.37,8.33,4.61,0.65,0.22,0.04,0.05,0.01,0.0,1631,53718,2.95,97.05
41 Construcción de edificios,412 Construcción de edificios,362476.0,Generación de informes de avance de obra (Reporting),media,55.5,37.5,82.5,saas_mas_operaciones_humanas,24_meses,media,55349,86.1,12.94,0.9,0.05,Construcción de edificios (obras medianas),hibrido,"Recopilar datos diarios de operarios, calcular avance físico vs económico, redactar informe.","Notas de voz, fotos de obra, registros horarios.",Informe técnico de progreso (PDF) y alerta de desviaciones.,Semanal/Diario,"Muy alta, cada obra es un mundo.","Falta de conexión en obra, mediciones contradictorias, cambios de alcance imprevistos.",3,"La comparación con el cronograma (Gantt) es objetiva, pero el avance físico es difícil de medir.",2,La verificación puede tardar hasta la próxima visita de inspección.,2,"Reportes de obra suelen ser notas manuales, fotos y Excel sin estructura.",4,Se generan informes de seguimiento de obra estándar.,2,Un reporte incorrecto puede llevar a una mala toma de decisiones financiera.,2,La IA debe procesar voz/fotos hacia una estructura de datos.,2,El jefe de obra debe supervisar el progreso reportado vs realidad física.,Jefe de obra,Senior (Jefe de Obra),30000,45000,40000,60000,30.0,4,3500,5000,"Costes de almacenamiento cloud, procesamiento de voz a texto y visión artificial.",El Jefe de Obra es un perfil costoso. Ahorrar 5h semanales por obra tiene alto impacto.,5,El retraso es el mayor riesgo financiero en construcción.,5,El seguimiento es esencial durante toda la vida de la obra.,5,Evitar retrasos en obra ahorra miles de euros en penalizaciones.,4,ROI claro en ahorro de tiempo de gestión y mejora en control de plazos.,3,Requiere que los técnicos de campo adopten el hábito de reportar vía móvil.,3,Difícil de estandarizar para todas las tipologías de edificios.,4,Necesita soporte técnico para configurar modelos de obra específicos.,Modelo SaaS con app móvil para campo. Alta escalabilidad.,Riesgos de seguridad laboral si no se reportan correctamente ciertos hitos.,Alto si el informe inducido por IA falla y se toman decisiones erróneas.,Alta probabilidad de datos sesgados o erróneos.,Resistencia al cambio tecnológico en personal de campo.,"Atractivo porque es un gran dolor, pero la captura del dato es extremadamente difícil.",362476.0,3.06,-2.2,-21.6,55349,53759,67497,67280,70630,47657,7162,500,30,86.1,12.94,0.9,0.05,11588,20207,10125,5737,4610,2552,358,120,22,25,4,1,20.94,36.51,18.29,10.37,8.33,4.61,0.65,0.22,0.04,0.05,0.01,0.0,1631,53718,2.95,97.05
"46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas","463 Comercio al por mayor de productos alimenticios, bebidas y tabaco",325970.0,Automatización de entrada y conciliación de facturas de proveedores,buena,92.2,88.8,97.5,saas_puro,ya,muy_alta,24930,84.62,12.3,2.58,0.5,Comercio al por mayor de alimentos (gran volumen de facturas).,software,"Recibir factura, comparar con albarán, extraer datos, introducir en ERP, archivar.",Factura en PDF o formato EDI.,Asiento contable registrado y conciliado en el ERP.,"Diario, alto volumen","Baja, los procesos están muy reglados.","Discrepancias en precios, falta de código EAN, productos nuevos sin maestro de artículos actualizado.",5,La coincidencia entre factura y albarán es una operación matemática binaria.,5,Inmediata tras la ejecución.,5,Facturas PDF/EDI. Muy estandarizado en formato B2B alimentario.,5,Salida directa al asiento contable del ERP. Muy estandarizado.,3,"Los errores se detectan mediante conciliación contable, pero generan fricción con clientes/proveedores.",4,Existen APIs de lectura de documentos y conectores para los ERPs líderes.,4,"Requiere supervisión puntual para excepciones (precios no pactados), pero el 90% sigue reglas claras.",Administrativo de ventas/compras,Junior/Mid,22000,28000,27000,35000,15.0,500,1400,1800,Licencias OCR y plataforma de gestión documental.,Consideramos que una empresa media procesa 500 facturas/mes. Coste de gestión manual: 0.25h por factura. Salario medio administrativo: 25k eur.,5,"El volumen es muy alto, el error es costoso y la urgencia por el cierre contable es máxima.",5,La gestión de facturas es un proceso crítico diario.,4,El coste de oportunidad de errores en facturación y el tiempo dedicado justifican un presupuesto SaaS claro.,5,Reducción directa de horas/hombre o externalización de BPO. Fácil de calcular.,5,Es una tarea administrativa back-office muy estandarizada y repetitiva. La integración con ERPs es común.,5,Es una solución puramente de software (OCR + IA + Reglas).,2,Producto casi autosuficiente. Soporte básico necesario.,SaaS con conectores preconfigurados (iPaaS) aporta valor inmediato al reducir errores y tiempo.,Cumplimiento normativo de facturación electrónica (TicketBAI/VeriFactu en España).,"Bajo, pero puede dañar la relación comercial si no se pagan proveedores a tiempo.",Riesgo de errores en imputación de IVA o cuentas contables.,Fragmentación de ERPs legacy utilizados en el sector.,"Parece fácil, pero las excepciones (precios especiales) requieren lógica compleja.",325970.0,2.75,-0.9,-15.0,24930,24910,28869,28792,29341,21097,3066,643,124,84.62,12.3,2.58,0.5,4975,8359,4240,3523,1746,1320,395,211,37,104,20,0,19.96,33.53,17.01,14.13,7.0,5.29,1.58,0.85,0.15,0.42,0.08,0.0,1501,23429,6.02,93.98
"46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas","463 Comercio al por mayor de productos alimenticios, bebidas y tabaco",325970.0,Digitalización de captura de pedidos de clientes,buena,78.8,68.8,93.8,saas_puro,ya,muy_alta,24930,84.62,12.3,2.58,0.5,Comercio al por mayor alimentario (alto número de pedidos).,software,"Atender llamada, consultar stock, tomar nota, grabar en el sistema.","Llamada telefónica, WhatsApp, Email desestructurado.",Pedido formalizado en el sistema (ERP) listo para picking.,Continuo durante la jornada laboral.,Alta debido a los distintos canales y formas de pedir.,"Solicitudes de productos no listados, consultas de alérgenos, dudas de fecha de caducidad.",5,¿El pedido está en el ERP? Sí/No. ¿Coincide con lo pedido? Automático con IA.,5,Segundos/Minutos (al confirmar el pedido).,1,"Pedidos por voz, email, WhatsApp, llamadas. Totalmente desestructurado.",5,Pedido estructurado en el ERP. Muy estandarizado.,2,Un error de captura de pedido causa una devolución de producto perecedero (pérdida total).,2,"Difícil si el ERP es antiguo, fácil si es moderno.",3,Los clientes piden a menudo cosas fuera de stock o piden descuentos específicos. Requiere intervención humana.,Teleoperador / Administrativo de ventas,Junior/Mid,22000,30000,27000,38000,5.0,1000,1800,2200,Plataforma de ecommerce B2B o chatbot de voz con integración ERP.,50 pedidos telefónicos al día. 5 min por pedido. Coste: 25k eur/año.,5,Cuesta mucho tiempo y genera muchos errores de transcripción.,5,Diaria y constante.,5,"Ahorro masivo en salarios administrativos, permitiendo escalar ventas sin contratar.",5,Reducción de personal administrativo y menos devoluciones de mercancía.,4,El sector mayorista de alimentos recibe miles de llamadas/WhatsApp pidiendo precios. Es un proceso tedioso pero esencial.,4,"Es un producto tipo ""Portal del cliente"". Muy replicable.",3,Requiere configuración de catálogo y formación de clientes.,SaaS (B2B Marketplace/Portal) que permite al cliente final autoservirse.,"Bajo, pero la trazabilidad es importante.",Altos: el cliente pierde la venta por una mala gestión de su pedido.,"Muy altos, el producto se puede estropear si no llega el pedido correcto.",Sincronización en tiempo real del stock con el ERP.,"La IA de voz parece atractiva, pero el cambio cultural de los clientes es el mayor reto.",325970.0,2.75,-0.9,-15.0,24930,24910,28869,28792,29341,21097,3066,643,124,84.62,12.3,2.58,0.5,4975,8359,4240,3523,1746,1320,395,211,37,104,20,0,19.96,33.53,17.01,14.13,7.0,5.29,1.58,0.85,0.15,0.42,0.08,0.0,1501,23429,6.02,93.98
"46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas","463 Comercio al por mayor de productos alimenticios, bebidas y tabaco",325970.0,Optimización inteligente de rutas de reparto (última milla),media,63.5,47.5,87.5,servicio_habilitado_por_ia,12_meses,alta,24930,84.62,12.3,2.58,0.5,Distribución mayorista con flota propia.,hibrido,"Analizar pedidos, agrupar entregas por zona, asignar camiones, imprimir ruta.","Lista de pedidos y direcciones, flota disponible.","Rutas optimizadas, tiempos estimados y orden de carga.","Diario, cada mañana","Alta, depende de factores externos (tráfico, clientes, perecederos).","Averías, roturas de stock, cambios de horario de recepción en clientes.",3,"Es verificable comparando el gasto en km/hora real vs teórico, pero el ""óptimo"" es relativo.",3,"Diaria, al final de la jornada.",3,"Pedidos del día, disponibilidad de flota, horarios de descarga (muy variables).",4,Hoja de ruta digital para el conductor. Muy estandarizado.,2,"Un error en ruta significa camiones parados o entregas fallidas, muy costoso.",3,Existen sistemas de gestión de flotas (TMS) con APIs.,2,"La IA sugiere, pero el jefe de logística decide por variables no cuantificables (estado del camión, confianza).",Responsable de logística / Gestor de rutas,Mid/Senior,25000,32000,30000,40000,120.0,20,2000,2500,Suscripción a mapas (Google Maps API / TomTom) + software de ruteo.,Planificación diaria para una flota de 10 camiones. 2h diarias de una persona. Coste: 30k eur/año.,5,El transporte es el coste mayoritario en la distribución de alimentos frescos.,5,Se hace todos los días laborales.,5,El ahorro en combustible y tiempo de flota tiene un impacto directo y gigante en el P&L.,5,Ahorro directo en kms y horas conductor (fácil de medir).,3,"La optimización de rutas es un estándar tecnológico, pero la complejidad reside en la carga y descarga en los muelles.",3,Requiere un componente consultivo fuerte para ajustar los algoritmos a cada empresa.,4,La implementación técnica y operativa requiere un consultor inicial.,Servicio habilitado por IA donde el software se adapta a la flota específica del cliente.,Cumplimiento de horas de conducción (tacógrafo).,"Altos, si la entrega llega tarde, el producto perecedero pierde valor.",Pérdida de eficiencia si no se consideran ventanas horarias de recepción.,Integración con sistemas GPS de los camiones y ERP.,"La IA resuelve la ruta, pero la gestión humana de las excepciones en este sector es el verdadero cuello de botella.",325970.0,2.75,-0.9,-15.0,24930,24910,28869,28792,29341,21097,3066,643,124,84.62,12.3,2.58,0.5,4975,8359,4240,3523,1746,1320,395,211,37,104,20,0,19.96,33.53,17.01,14.13,7.0,5.29,1.58,0.85,0.15,0.42,0.08,0.0,1501,23429,6.02,93.98
43 Actividades de construcción especializada,"432 Instalaciones eléctricas, de fontanería y otras instalaciones en obras de construcción",303430.0,Digitalización e integración de albaranes de proveedores,buena,81.0,85.0,75.0,saas_puro,ya,muy_alta,33816,83.23,15.36,1.26,0.15,Empresas de instalaciones (432) gestionando compras y logística.,software,"Recibe albaranes, introduce los datos en el sistema, verifica que coinciden con el pedido y archiva.",Fotos o PDFs de albaranes y facturas de proveedores.,Datos estructurados inyectados en el ERP/Excel.,Diaria,Muy alta (cada proveedor tiene su albarán).,"Albaranes escritos a mano, ilegibles, facturas con desglose de IVA incorrecto, falta de CIF.",5,Se verifica contra la orden de pedido (cruce de datos automático).,5,Minutos después del escaneo.,2,Formato de documentos muy variable entre proveedores (distribuidores de material).,5,Resultado final es una entrada de asiento contable o alta de pedido.,4,Error en la factura afecta al pago o al IVA; fácil de corregir si se detecta a tiempo.,4,Necesita integrarse mediante Webhooks con el ERP/contabilidad.,4,"La IA puede procesar el 90%, pero el 10% requiere revisión por discrepancias en precios o cantidades.",Administrativo/a contable,Junior,18000,25000,22000,32000,15.0,40,300,400,"Coste de OCR avanzado, validación, servidor.",15 min procesar albarán/factura. 40 albaranes al mes. Coste administrativo básico.,3,Es una tarea administrativa pura que no aporta valor al cliente final.,5,Se compran materiales diariamente.,3,La gestión administrativa es un centro de costes ineficiente en pymes (83% del sector).,5,Muy claro: horas administrativas ahorradas.,3,Los albaranes suelen ser fotos o PDFs de baja calidad; integrarlos es el reto.,5,Producto muy replicable. Existe mucha competencia pero el nicho construcción es específico.,1,No requiere componente humano tras una buena configuración de OCR.,SaaS transaccional (precio por factura/albarán). Alto volumen.,Cumplimiento de requisitos de la AEAT para facturación.,"Baja reputación, más un tema de eficiencia interna.",Errores de OCR en precios o cantidades de materiales.,Integración con el software de contabilidad/ERP de la empresa (muchos usan Excel o software legacy).,Parece sencillo pero la variedad de formatos de los albaranes de proveedores es un infierno.,303430.0,2.56,0.5,-3.4,33816,32844,35325,34655,35003,28145,5194,425,52,83.23,15.36,1.26,0.15,3416,13812,6912,4005,3326,1868,287,117,21,39,12,1,10.1,40.84,20.44,11.84,9.84,5.52,0.85,0.35,0.06,0.12,0.04,0.0,788,33028,2.33,97.67
43 Actividades de construcción especializada,"432 Instalaciones eléctricas, de fontanería y otras instalaciones en obras de construcción",303430.0,Generación de reportes de cumplimiento técnico (REBT),buena,76.8,78.8,73.8,saas_puro,ya,muy_alta,33816,83.23,15.36,1.26,0.15,Empresas de instalaciones (432) certificando cumplimiento de normativas (ej. REBT).,software,"Toma fotos de la instalación, revisa puntos críticos, consulta normativa y redacta el informe de cumplimiento.","Fotos de campo, especificaciones del proyecto y normativa aplicable.",Informe de cumplimiento técnico listo para firma.,Semanal/Proyecto,Depende de la tipología de la obra y el estado de la instalación.,"Instalaciones especiales, edificios históricos con normativas locales, discrepancias entre normativa nacional y local.",5,El cumplimiento es binario (cumple/no cumple) basado en normas explícitas.,5,Inmediata tras la generación del reporte.,3,"Fotos de la instalación, datos del cliente y condiciones del equipo. Fotos variables.",5,El reporte de cumplimiento sigue normas claras (ej. REBT).,2,"Un error legal es grave, puede implicar sanciones económicas.",4,Requiere una App móvil sencilla para el operario de campo.,3,La IA puede sugerir la normativa pero el técnico debe confirmar el cumplimiento final.,Técnico de mantenimiento / Instalador autorizado,Mid level,22000,30000,28000,40000,45.0,8,600,800,"Mantenimiento de base de datos de normativa actualizada, app móvil, cloud.","45 min por reporte, 8 reportes/mes por empresa. Coste hora hombre basado en técnico de mantenimiento.",4,Es una tarea burocrática muy tediosa para el personal técnico cualificado.,4,Cada instalación requiere su certificación técnica.,4,"El coste de no cumplir normativa es alto (paralización de obra, multas). Presupuesto disponible.",4,ROI claro por ahorro de tiempo en gestión documental y menor riesgo legal.,3,El sector está acostumbrado a reportes manuales; la digitalización es bienvenida si simplifica la burocracia.,5,Muy alta: se puede estandarizar el checklist de cumplimiento.,2,Puede ser un software puro si se implementa un RAG bien validado legalmente.,SaaS con pago por reporte generado. Alto valor percibido por ahorro de multas y tiempo.,Muy alto riesgo si la IA certifica algo que no cumple normativa de seguridad.,Certificación incorrecta pone en riesgo la seguridad de la obra.,Riesgo de alucinación de la IA con normativas específicas si no se usa RAG robusto.,Digitalización del estado real de la obra; falta de integración entre fotos y normativa.,Parece fácil pero la interpretación de la normativa técnica local es compleja.,303430.0,2.56,0.5,-3.4,33816,32844,35325,34655,35003,28145,5194,425,52,83.23,15.36,1.26,0.15,3416,13812,6912,4005,3326,1868,287,117,21,39,12,1,10.1,40.84,20.44,11.84,9.84,5.52,0.85,0.35,0.06,0.12,0.04,0.0,788,33028,2.33,97.67
43 Actividades de construcción especializada,"432 Instalaciones eléctricas, de fontanería y otras instalaciones en obras de construcción",303430.0,Medición automatizada de planos para presupuestos,buena,74.8,63.8,91.2,saas_mas_operaciones_humanas,12_meses,alta,33816,83.23,15.36,1.26,0.15,Empresas de instalaciones eléctricas/fontanería (432) preparando presupuestos de obras.,hibrido,"Analiza planos PDF, extrae cantidades de metros de cable, tuberías y número de componentes, y traslada a una hoja de cálculo para añadir márgenes.",Planos de instalaciones (PDF/DWG) y pliego de condiciones.,Cuadro de mediciones desglosado (formato Excel/BC3).,Diaria,Alta debido a la diversidad de formatos de planos de diferentes estudios de arquitectura.,"Planos ilegibles, cambios de especificaciones de materiales de última hora, errores en la medición del cliente.",4,La medición se compara contra el plano; es auditable.,4,El técnico revisa el resultado tras la generación.,3,"Planos en PDF/DWG y memorias técnicas, requiere OCR y visión artificial para extraer cantidades.",5,El resultado final debe seguir un formato estandarizado (BC3 o Excel) para ser presentado.,2,"Un error de cálculo implica pérdida de dinero o pérdida de la licitación. Reversible antes de enviar, pero costoso.",3,Necesita integrarse con software de gestión de obras o CRMs existentes.,3,Requiere revisión humana final para validar márgenes y precios de materiales en tiempo real.,Técnico de estudios / Jefe de obra,Junior/Mid level,25000,35000,32000,45000,120.0,10,1000,1500,"Licencias de software de medición, mantenimiento del servidor y suscripción a IA.",El técnico dedica 2 horas por presupuesto. 10 presupuestos al mes por empresa mediana. Coste empresa incluye SS y overhead.,5,"El proceso de medición es manual, tedioso y el mayor cuello de botella para presentar ofertas.",5,La construcción especializada vive de licitar continuamente.,4,El presupuesto es crítico para la rentabilidad de la obra; hay disposición a pagar por precisión.,5,Directamente ligado al tiempo ahorrado en la fase de licitación y aumento de tasa de éxito por rapidez.,4,Las empresas ya usan software para presupuestar; un asistente de IA se integra en el flujo actual.,4,Altamente replicable si se logra un buen motor de visión artificial para planos de instalaciones.,3,Se necesita una pequeña capa humana para revisar planos complejos o ambiguos antes del presupuesto final.,Modelo SaaS vertical con posibilidad de ajustar precios según volumen de mediciones procesadas.,Responsabilidad técnica sobre los cálculos realizados.,Error en presupuesto puede dañar la reputación ante grandes constructoras.,Riesgo de saltarse elementos en los planos o malinterpretar la simbología técnica.,Falta de APIs estándar en software de arquitectura; necesidad de exportar a Excel/ERP.,La complejidad de los planos hace que la IA falle en casos con mucha simbología no estándar.,303430.0,2.56,0.5,-3.4,33816,32844,35325,34655,35003,28145,5194,425,52,83.23,15.36,1.26,0.15,3416,13812,6912,4005,3326,1868,287,117,21,39,12,1,10.1,40.84,20.44,11.84,9.84,5.52,0.85,0.35,0.06,0.12,0.04,0.0,788,33028,2.33,97.67
49 Transporte terrestre y por tubería,494 Transporte de mercancías por carretera y servicios de mudanza,273002.0,Digitalización y extracción de datos de CMR (Cartas de Porte),buena,84.0,77.5,93.8,saas_mas_operaciones_humanas,ya,muy_alta,25186,81.96,15.65,2.13,0.26,Transporte terrestre de mercancías.,hibrido,"Recibir albarán/CMR, escanear, leer datos (cliente, peso, fecha), teclear en ERP, archivar.",Imagen escaneada o foto de documento CMR/albarán.,Archivo JSON estructurado con datos del envío para el ERP.,Diaria,Alta debido a la diversidad de plantillas de CMR de cada cliente.,"CMRs escritos a mano ilegibles, sellos superpuestos, roturas en el documento.",5,El resultado es fácilmente verificable comparando el JSON resultante con la imagen original.,4,La verificación por IA es instantánea. La humana puede tardar minutos.,3,"Aunque el formato es estándar (CMR), el estado físico del papel varía mucho.",5,Los datos extraídos se vuelcan siempre a campos de base de datos definidos.,3,"Un error en la lectura puede implicar una factura incorrecta, pero es reversible con corrección manual.",4,Las APIs de OCR y gestión documental están maduras.,3,"La IA puede leer y extraer, pero requiere validación humana si la calidad del papel es baja.",Administrativo de tráfico,Junior/Administrativo administrativo,22000,30000,28000,40000,5.0,200,1500,2000,"Licencias de OCR, servidor cloud, mantenimiento de integración API.",Asumo 200 documentos al mes por empresa mediana. El coste humano incluye seguridad social.,5,La entrada manual de albaranes y CMRs es el cuello de botella administrativo del sector.,5,El transporte genera albaranes de forma continua mientras haya facturación.,4,Ahorra costes administrativos directos y acelera la facturación.,5,Muy claro: se sustituyen X horas de administrativo por un software con coste fijo.,4,"Requiere integración con sistemas de gestión de flotas o TMS, pero la estandarización del documento (CMR) es alta.",5,Producto muy replicable: es un servicio de extracción de datos tipo 'template-less'.,4,La IA necesita un 'human-in-the-loop' para los casos donde el OCR no alcanza alta confianza.,El sector sufre mucho con la gestión documental. Un servicio híbrido (OCR + validación) es ideal para empezar.,Necesidad de cumplir RGPD en el tratamiento de documentos con datos personales.,"Bajo, salvo retrasos graves en la facturación al cliente final.",Errores en el peso o dirección de entrega por lectura incorrecta.,Conexión con ERPs de transporte antiguos o software contable local.,"Parece fácil, pero la variabilidad de la calidad de los documentos escaneados es un reto técnico constante.",273002.0,2.31,-1.5,-10.5,25186,25216,27344,27299,28132,20643,3941,537,65,81.96,15.65,2.13,0.26,2265,9282,4710,4386,2323,1618,348,165,24,57,8,0,8.99,36.85,18.7,17.41,9.22,6.42,1.38,0.66,0.1,0.23,0.03,0.0,680,24506,2.7,97.3
49 Transporte terrestre y por tubería,494 Transporte de mercancías por carretera y servicios de mudanza,273002.0,Planificación y optimización de rutas de reparto,media,69.5,57.5,87.5,saas_puro,12_meses,alta,25186,81.96,15.65,2.13,0.26,Logística de transporte de larga distancia.,software,"Analizar pedidos, calcular tiempos, asignar conductor/vehículo, optimizar ruta considerando tráfico/descanso.","Listado de pedidos, direcciones y flota disponible.",Plan de ruta optimizado (secuencia de paradas).,Diaria,Media-Alta; cada día es un escenario logístico distinto.,"Restricciones de tráfico imprevistas, cierre de muelles de carga, conductores no disponibles.",4,"El resultado es verificable comparando la eficiencia (km, tiempo) vs. una ruta manual.",3,La eficacia se ve al final del día al terminar la ruta.,4,"Pedidos, direcciones, horarios y capacidad de vehículos: bastante estructurado.",5,Ruta optimizada enviada al dispositivo del conductor.,2,Un error de ruta puede suponer retrasos en la entrega y multas contractuales.,2,"Requiere integrar con GPS, TMS y cartografía. Complejo pero viable.",2,"La IA sugiere, pero el planificador experto siempre revisa el factor humano/preferencia de cliente.",Planificador de rutas/Jefe de tráfico,Senior/Especialista logística,35000,45000,45000,60000,120.0,22,2500,3000,"Cartografía premium, suscripción a APIs de tráfico, desarrollo de algoritmo.",Ahorro proyectado del 10% en combustible. Empresa de 20 vehículos.,5,El coste de combustible y personal es el gasto más importante de una empresa de transporte.,5,Se debe planificar la flota cada día.,5,El ahorro en combustible es directo y medible.,5,Muy claro: reducción de kilómetros = reducción de coste.,3,"Es un problema crítico; las empresas quieren optimizar, pero el cambio de proceso (de manual a automatizado) es alto.",3,Difícil de diferenciar; existen muchas soluciones globales (ej. Webfleet).,4,Requiere consultoría de implementación muy fuerte para que los clientes confíen en el algoritmo.,"SaaS especializado en optimización de rutas (VRP) es el estándar, pero muy competitivo.",Cumplimiento de tiempos de conducción y descanso obligatorios.,Alto si se fallan entregas constantemente.,Alto. Un error en la restricción de peso/tamaño del vehículo puede ser costoso.,Sincronización en tiempo real con telemática de camiones (GPS).,"Muy atractivo sobre el papel, pero la ejecución real es muy difícil debido a las variables humanas y de tráfico.",273002.0,2.31,-1.5,-10.5,25186,25216,27344,27299,28132,20643,3941,537,65,81.96,15.65,2.13,0.26,2265,9282,4710,4386,2323,1618,348,165,24,57,8,0,8.99,36.85,18.7,17.41,9.22,6.42,1.38,0.66,0.1,0.23,0.03,0.0,680,24506,2.7,97.3
